Brand Name,Generic Name,Number of Manufacturers,2012 Total Spending,2012 Total Dosage Units,2012 Total Claims,"2012 Total 
Beneficiaries",2012 Average Spending Per Dosage Unit (Weighted),"2012 Average 
Spending Per Claim","2012 Average 
Spending Per Beneficiary",2013 Total Spending,2013 Total Dosage Units,2013 Total Claims,"2013 Total 
Beneficiaries",2013 Average Spending Per Dosage Unit (Weighted),"2013 Average 
Spending Per Claim","2013 Average 
Spending Per Beneficiary",2014 Total Spending,2014 Total Dosage Units,2014 Total Claims,"2014 Total 
Beneficiaries",2014 Average Spending Per Dosage Unit (Weighted),"2014 Average 
Spending Per Claim","2014 Average 
Spending Per Beneficiary",2015 Total Spending,2015 Total Dosage Units,2015 Total Claims,"2015 Total 
Beneficiaries",2015 Average Spending Per Dosage Unit (Weighted),"2015 Average 
Spending Per Claim","2015 Average 
Spending Per Beneficiary",2016 Total Spending,2016 Total Dosage Units,2016 Total Claims,"2016 Total 
Beneficiaries",2016 Average Spending Per Dosage Unit (Weighted),"2016 Average 
Spending Per Claim","2016 Average 
Spending Per Beneficiary",Change in Average Spending Per Dosage Unit (2015-2016),Annual Growth Rate in Average Spending Per Dosage Unit (2012-2016)
Silvadene ,Silver Sulfadiazine ,1,"$84,814.37 ","357,288","3,218","2,676",$0.24 ,$26.36 ,$31.69 ,"$113,682.91 ","509,405","4,171","3,346",$0.22 ,$27.26 ,$33.98 ,"$149,271.78 ","747,641","5,663","4,317",$0.20 ,$26.36 ,$34.58 ,"$77,973.85 ","398,917","3,771","2,987",$0.20 ,$20.68 ,$26.10 ,"$61,636.36 ","327,394","2,897","2,159",$0.19 ,$21.28 ,$28.55 ,-3.68%,-5.63%
Silver Sulfadiazine ,Silver Sulfadiazine ,2,"$5,306,751.89 ","48,618,499","364,747","223,946",$0.11 ,$14.55 ,$23.70 ,"$9,178,472.48 ","58,277,749","422,449","255,758",$0.16 ,$21.73 ,$35.89 ,"$11,127,363.92 ","66,819,517","508,620","300,565",$0.17 ,$21.88 ,$37.02 ,"$9,350,671.70 ","56,946,543","435,363","251,860",$0.16 ,$21.48 ,$37.13 ,"$9,626,771.78 ","56,770,805","446,810","255,798",$0.17 ,$21.55 ,$37.63 ,3.15%,11.47%
Simbrinza ,Brinzolamide/Brimonidine Tart ,1,  ,  ,  ,  ,  ,  ,  ,"$1,942,683.56 ","175,130","18,257","10,046",$11.09 ,$106.41 ,$193.38 ,"$14,096,383.11 ","1,164,868","122,298","37,189",$12.10 ,$115.26 ,$379.05 ,"$29,689,964.15 ","2,045,135","214,792","56,610",$14.52 ,$138.23 ,$524.47 ,"$42,735,477.17 ","2,607,512","271,895","65,817",$16.39 ,$157.18 ,$649.31 ,12.89%,13.90%
Simcor ,Niacin/Simvastatin ,1,"$13,749,432.46 ","3,982,218","79,345","16,615",$3.41 ,$173.29 ,$827.53 ,"$18,083,051.93 ","4,176,349","74,592","15,071",$4.27 ,$242.43 ,"$1,199.86 ","$13,451,461.40 ","2,668,146","44,527","10,604",$4.97 ,$302.10 ,"$1,268.53 ","$8,436,882.04 ","1,488,186","23,895","5,794",$5.60 ,$353.08 ,"$1,456.14 ","$1,023,635.62 ","181,597","3,441","1,967",$5.53 ,$297.48 ,$520.40 ,-1.23%,12.84%
Simponi ,Golimumab ,1,"$47,551,749.00 ","10,868","19,213","3,206","$4,375.49 ","$2,474.98 ","$14,832.11 ","$69,430,204.72 ","14,169","23,884","3,874","$4,932.84 ","$2,906.98 ","$17,922.10 ","$88,271,381.32 ","16,246","25,633","3,979","$5,589.14 ","$3,443.66 ","$22,184.31 ","$101,971,305.57 ","16,432","25,175","3,730","$6,441.54 ","$4,050.50 ","$27,338.15 ","$111,914,458.19 ","16,317","24,480","3,549","$7,195.58 ","$4,571.67 ","$31,534.08 ",11.71%,13.24%
Simponi Aria ,Golimumab ,1,  ,  ,  ,  ,  ,  ,  ,"$314,106.94 ","1,072",65,37,$293.01 ,"$4,832.41 ","$8,489.38 ","$2,276,866.25 ","7,370",499,172,$308.94 ,"$4,562.86 ","$13,237.59 ","$4,291,170.88 ","12,731",862,236,$337.06 ,"$4,978.16 ","$18,182.93 ","$5,836,740.62 ","15,744","1,076",292,$370.73 ,"$5,424.48 ","$19,988.84 ",9.99%,8.16%
Simvastatin ,Simvastatin ,17,"$489,234,179.30 ","1,823,985,885","37,494,083","7,012,069",$0.27 ,$13.05 ,$69.77 ,"$432,373,340.85 ","1,888,911,763","36,598,260","7,021,074",$0.23 ,$11.81 ,$61.58 ,"$345,080,722.65 ","1,846,342,858","33,887,452","6,761,729",$0.19 ,$10.18 ,$51.03 ,"$261,105,349.66 ","1,806,563,583","31,726,387","6,478,984",$0.15 ,$8.23 ,$40.30 ,"$226,590,478.54 ","1,621,407,998","27,488,417","6,079,667",$0.14 ,$8.24 ,$37.27 ,-3.78%,-15.09%
Sinemet 10-100 ,Carbidopa/Levodopa ,1,"$27,103.81 ","30,237",203,42,$0.90 ,$133.52 ,$645.33 ,"$34,361.15 ","39,919",214,50,$0.86 ,$160.57 ,$687.22 ,"$36,851.42 ","41,290",228,54,$0.89 ,$161.63 ,$682.43 ,"$39,225.69 ","42,875",274,42,$0.91 ,$143.16 ,$933.95 ,"$41,564.48 ","40,765",291,104,$1.02 ,$142.83 ,$399.66 ,11.45%,3.27%
Sinemet 25-100 ,Carbidopa/Levodopa ,1,"$1,274,289.18 ","1,302,648","5,421","1,069",$0.98 ,$235.07 ,"$1,192.04 ","$1,528,180.34 ","1,553,482","6,412","1,189",$0.98 ,$238.33 ,"$1,285.27 ","$1,622,402.20 ","1,592,795","6,226","1,166",$1.02 ,$260.58 ,"$1,391.43 ","$1,548,080.07 ","1,449,671","5,823","1,117",$1.07 ,$265.86 ,"$1,385.93 ","$1,474,491.29 ","1,259,249","5,285","1,007",$1.17 ,$279.00 ,"$1,464.24 ",9.65%,4.60%
Sinemet 25-250 ,Carbidopa/Levodopa ,1,"$166,904.38 ","133,547",769,156,$1.25 ,$217.04 ,"$1,069.90 ","$178,290.36 ","141,511",887,160,$1.26 ,$201.00 ,"$1,114.31 ","$163,377.78 ","125,464",791,130,$1.30 ,$206.55 ,"$1,256.75 ","$149,137.38 ","108,219",697,121,$1.38 ,$213.97 ,"$1,232.54 ","$135,425.82 ","91,227",580,103,$1.48 ,$233.49 ,"$1,314.81 ",7.72%,4.40%
Sinemet Cr ,Carbidopa/Levodopa ,1,"$797,619.43 ","496,453","3,310",945,$1.67 ,$240.97 ,$844.04 ,"$897,381.94 ","529,000","3,599",706,$1.76 ,$249.34 ,"$1,271.08 ","$860,045.80 ","497,577","3,143",586,$1.80 ,$273.64 ,"$1,467.65 ","$933,524.22 ","535,344","4,099","1,172",$1.76 ,$227.74 ,$796.52 ,"$736,237.38 ","385,603","2,487",459,$1.97 ,$296.03 ,"$1,604.00 ",12.12%,4.22%
Single Use Swab ,Alcohol Antiseptic Pads ,1,"$1,234,178.31 ","38,941,496","264,059","102,455",$0.03 ,$4.67 ,$12.05 ,"$990,797.40 ","32,649,391","250,096","88,959",$0.03 ,$3.96 ,$11.14 ,"$1,544,707.61 ","43,383,090","303,027","109,258",$0.04 ,$5.10 ,$14.14 ,"$1,588,482.85 ","47,447,418","316,775","123,320",$0.03 ,$5.01 ,$12.88 ,"$1,961,085.89 ","57,575,930","349,423","146,427",$0.03 ,$5.61 ,$13.39 ,1.74%,1.82%
Singulair ,Montelukast Sodium ,1,"$47,896,676.24 ","9,098,085","238,078","166,892",$5.26 ,$201.18 ,$286.99 ,"$27,443,913.92 ","5,092,189","122,104","31,576",$5.39 ,$224.76 ,$869.14 ,"$13,558,693.65 ","2,273,852","52,915","13,230",$5.96 ,$256.24 ,"$1,024.84 ","$12,579,363.07 ","1,983,358","42,825","9,222",$6.34 ,$293.74 ,"$1,364.06 ","$11,836,743.84 ","1,739,639","35,610","7,303",$6.80 ,$332.40 ,"$1,620.81 ",7.28%,6.62%
Sirolimus ,Sirolimus ,3,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$2,857,918.45 ","324,293","4,285","1,806",$8.81 ,$666.96 ,"$1,582.46 ","$17,064,467.07 ","1,482,406","20,822","3,989",$11.83 ,$819.54 ,"$4,277.88 ","$18,489,819.73 ","1,746,122","25,264","4,463",$10.84 ,$731.86 ,"$4,142.91 ",-8.34%,10.92%
Sivextro ,Tedizolid Phosphate ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$1,688,657.72 ","5,585",686,589,$302.36 ,"$2,461.60 ","$2,866.99 ","$3,796,276.22 ","12,705","1,308",956,$298.80 ,"$2,902.35 ","$3,971.00 ","$3,175,124.09 ","10,181",847,533,$311.87 ,"$3,748.67 ","$5,957.08 ",4.37%,1.56%
Skelaxin ,Metaxalone ,1,"$6,542,325.45 ","1,567,919","18,491","9,679",$4.17 ,$353.81 ,$675.93 ,"$3,465,664.89 ","828,533","7,669","3,570",$4.18 ,$451.91 ,$970.77 ,"$1,866,681.98 ","347,069","3,878","1,148",$5.38 ,$481.35 ,"$1,626.03 ","$1,458,511.64 ","233,811","2,535",699,$6.24 ,$575.35 ,"$2,086.57 ","$1,317,976.02 ","178,108","1,908",503,$7.40 ,$690.76 ,"$2,620.23 ",18.63%,15.40%
Sklice ,IVermectin ,1,"$14,224.14 ","6,144",51,46,$2.32 ,$278.90 ,$309.22 ,"$106,511.91 ","46,832",365,288,$2.27 ,$291.81 ,$369.83 ,"$159,251.67 ","70,108",550,421,$2.27 ,$289.55 ,$378.27 ,"$186,345.88 ","80,222",638,453,$2.32 ,$292.08 ,$411.36 ,"$195,645.47 ","78,904",598,455,$2.48 ,$327.17 ,$429.99 ,6.74%,1.73%
Sodium Acetate ,Sodium Acetate ,1,$648.57 ,"28,057",84,11,$0.02 ,$7.72 ,$58.96 ,$162.98 ,"23,053",28,  ,$0.01 ,$5.82 ,  ,"$8,206.46 ","420,573",207,19,$0.02 ,$39.64 ,$431.92 ,"$13,480.08 ","914,373",331,24,$0.01 ,$40.73 ,$561.67 ,"$4,606.45 ","186,021",130,18,$0.02 ,$35.43 ,$255.91 ,67.97%,1.74%
Sodium Bicarbonate ,Sodium Bicarbonate ,3,"$263,380.00 ","2,354,010","8,399","1,967",$0.10 ,$31.36 ,$133.90 ,"$467,814.67 ","4,773,222","14,337","2,811",$0.10 ,$32.63 ,$166.42 ,"$980,935.39 ","9,582,931","19,775","3,627",$0.16 ,$49.60 ,$270.45 ,"$1,467,793.64 ","7,455,116","24,449","4,330",$0.20 ,$60.03 ,$338.98 ,"$1,945,310.09 ","7,763,022","26,704","4,461",$0.25 ,$72.85 ,$436.07 ,25.15%,24.56%
Sodium Chloride ,0.9 % Sodium Chloride ,3,"$6,594,981.30 ","363,119,979","187,682","67,865",$0.03 ,$35.14 ,$97.18 ,"$3,747,768.86 ","380,465,290","191,430","72,057",$0.02 ,$19.58 ,$52.01 ,"$3,778,507.86 ","384,139,782","183,605","70,294",$0.02 ,$20.58 ,$53.75 ,"$4,270,906.08 ","402,086,410","184,445","68,591",$0.02 ,$23.16 ,$62.27 ,"$5,253,739.03 ","454,056,992","205,203","74,869",$0.02 ,$25.60 ,$70.17 ,8.49%,-6.86%
Sodium Chloride ,Sodium Chloride ,2,"$6,496.39 ","221,003",385,86,$0.03 ,$16.87 ,$75.54 ,"$14,127.16 ","175,855",513,106,$0.08 ,$27.54 ,$133.28 ,"$20,828.35 ","393,876",598,165,$0.05 ,$34.83 ,$126.23 ,"$19,771.58 ","238,255",558,97,$0.10 ,$35.43 ,$203.83 ,"$25,385.16 ","329,965",503,67,$0.08 ,$50.47 ,$378.88 ,-18.96%,28.29%
Sodium Chloride ,Sodium Chloride 0.45 % ,3,"$448,128.52 ","95,257,338","25,623","12,830",$0.00 ,$17.49 ,$34.93 ,"$329,541.35 ","103,257,461","29,128","14,316",$0.00 ,$11.31 ,$23.02 ,"$407,926.50 ","111,699,832","31,841","15,071",$0.00 ,$12.81 ,$27.07 ,"$566,159.29 ","108,541,210","29,329","13,907",$0.01 ,$19.30 ,$40.71 ,"$617,752.11 ","102,376,797","29,898","14,715",$0.01 ,$20.66 ,$41.98 ,13.86%,6.27%
Sodium Chloride ,Sodium Chloride 3 % ,1,"$4,480.81 ","373,194",85,30,$0.01 ,$52.72 ,$149.36 ,"$1,922.93 ","376,950",56,25,$0.01 ,$34.34 ,$76.92 ,"$3,776.43 ","540,197",163,39,$0.01 ,$23.17 ,$96.83 ,"$13,009.40 ","934,175",307,35,$0.01 ,$42.38 ,$371.70 ,"$6,982.17 ","651,720",142,20,$0.01 ,$49.17 ,$349.11 ,-23.07%,-2.81%
Sodium Chloride ,Sodium Chloride For Inhalation ,2,"$90,451.23 ","1,421,914","2,965","1,195",$0.06 ,$30.51 ,$75.69 ,"$111,353.90 ","1,481,213","3,463","1,210",$0.08 ,$32.16 ,$92.03 ,"$101,763.84 ","1,484,806","4,228","1,780",$0.07 ,$24.07 ,$57.17 ,"$101,870.14 ","1,558,185","4,628","1,920",$0.06 ,$22.01 ,$53.06 ,"$89,973.25 ","1,315,647","4,590","1,610",$0.06 ,$19.60 ,$55.88 ,0.26%,0.24%
Sodium Chloride ,Sodium Chloride Irrig Solution ,3,"$2,115,587.17 ","301,462,521","120,250","49,344",$0.01 ,$17.59 ,$42.87 ,"$1,196,942.51 ","299,432,908","117,604","48,377",$0.00 ,$10.18 ,$24.74 ,"$1,371,556.90 ","310,777,965","113,792","46,551",$0.00 ,$12.05 ,$29.46 ,"$1,536,565.50 ","293,831,261","109,139","43,866",$0.01 ,$14.08 ,$35.03 ,"$1,638,284.00 ","295,394,494","103,009","40,823",$0.01 ,$15.90 ,$40.13 ,5.82%,-5.65%
Sodium Citrate & Citric Acid ,Citric Acid/Sodium Citrate ,1,"$84,699.45 ","3,201,321","3,302","1,054",$0.03 ,$25.65 ,$80.36 ,"$79,819.41 ","2,887,369","2,741",795,$0.03 ,$29.12 ,$100.40 ,"$81,588.33 ","3,090,107","2,899",814,$0.03 ,$28.14 ,$100.23 ,"$91,179.36 ","3,308,921","2,750",822,$0.03 ,$33.16 ,$110.92 ,"$51,466.16 ","2,226,343","2,037",626,$0.02 ,$25.27 ,$82.21 ,-16.11%,-3.32%
Sodium Phenylbutyrate ,Sodium Phenylbutyrate ,1,  ,  ,  ,  ,  ,  ,  ,"$524,014.32 ","30,160",63,14,$17.37 ,"$8,317.69 ","$37,429.59 ","$1,267,529.95 ","75,350",161,13,$16.82 ,"$7,872.86 ","$97,502.30 ","$1,493,206.97 ","84,490",167,15,$17.67 ,"$8,941.36 ","$99,547.13 ","$1,350,686.14 ","79,530",174,20,$16.98 ,"$7,762.56 ","$67,534.31 ",-3.90%,-0.76%
Sodium Phosphate ,"Sodium Phos,M-Basic-D-Basic ",1,$936.12 ,"12,668",184,31,$0.07 ,$5.09 ,$30.20 ,"$5,312.66 ","12,670",67,20,$0.42 ,$79.29 ,$265.63 ,"$4,558.66 ","116,508",49,12,$0.04 ,$93.03 ,$379.89 ,"$20,680.69 ","553,884",254,34,$0.04 ,$81.42 ,$608.26 ,"$12,029.01 ","126,898",139,41,$0.09 ,$86.54 ,$293.39 ,153.88%,6.42%
Sodium Polystyrene Sulfonate ,Sodium Polystyrene Sulfonate ,6,"$4,059,788.19 ","16,885,286","36,016","21,304",$0.24 ,$112.72 ,$190.56 ,"$5,456,966.03 ","24,298,735","52,099","30,046",$0.23 ,$104.74 ,$181.62 ,"$4,758,193.56 ","26,484,732","56,255","32,894",$0.18 ,$84.58 ,$144.65 ,"$5,548,556.39 ","30,648,699","67,550","38,409",$0.18 ,$82.14 ,$144.46 ,"$5,004,510.15 ","31,298,510","68,894","39,656",$0.16 ,$72.64 ,$126.20 ,-12.07%,-9.80%
Solaraze ,Diclofenac Sodium ,1,"$64,746,489.05 ","11,701,407","108,288","42,848",$5.53 ,$597.91 ,"$1,511.07 ","$53,982,425.92 ","7,674,890","66,941","26,996",$7.03 ,$806.42 ,"$1,999.65 ","$14,600,711.75 ","1,399,013","12,398","5,621",$10.44 ,"$1,177.67 ","$2,597.53 ","$2,990,859.06 ","213,324","1,729",837,$14.02 ,"$1,729.82 ","$3,573.31 ","$117,544.81 ","10,060",85,56,$11.68 ,"$1,382.88 ","$2,099.01 ",-16.66%,20.55%
Soliris ,Eculizumab ,1,"$6,865,440.27 ","35,370",299,20,$194.10 ,"$22,961.34 ","$343,272.01 ","$7,590,235.42 ","38,160",349,24,$198.91 ,"$21,748.53 ","$316,259.81 ","$10,211,250.60 ","49,890",427,34,$204.68 ,"$23,913.94 ","$300,330.90 ","$13,470,186.04 ","64,380",532,42,$209.23 ,"$25,319.90 ","$320,718.72 ","$21,114,594.56 ","99,660",755,60,$211.87 ,"$27,966.35 ","$351,909.91 ",1.26%,2.21%
Solodyn ,Minocycline HCl ,1,"$604,223.65 ","23,446",706,319,$25.78 ,$855.84 ,"$1,894.12 ","$773,288.23 ","26,586",776,319,$29.09 ,$996.51 ,"$2,424.10 ","$960,422.95 ","30,631",826,314,$31.37 ,"$1,162.74 ","$3,058.67 ","$1,111,455.64 ","32,285",861,318,$34.44 ,"$1,290.89 ","$3,495.14 ","$1,081,284.86 ","31,560",864,304,$34.27 ,"$1,251.49 ","$3,556.86 ",-0.50%,7.38%
Soltamox ,Tamoxifen Citrate ,1,  ,  ,  ,  ,  ,  ,  ,"$27,927.09 ","27,210",108,26,$1.03 ,$258.58 ,"$1,074.12 ","$29,949.58 ","28,950",116,35,$1.03 ,$258.19 ,$855.70 ,"$133,258.54 ","47,370",189,38,$2.81 ,$705.07 ,"$3,506.80 ","$217,029.75 ","62,250",226,39,$3.49 ,$960.31 ,"$5,564.87 ",23.93%,50.32%
Solu-Cortef ,Hydrocortisone Sod Succinate ,1,"$54,974.47 ","17,873",621,346,$3.08 ,$88.53 ,$158.89 ,"$19,496.42 ","11,078","1,001",403,$1.76 ,$19.48 ,$48.38 ,"$25,529.05 ","13,368",970,450,$1.91 ,$26.32 ,$56.73 ,"$20,423.92 ","28,450",772,359,$0.72 ,$26.46 ,$56.89 ,"$28,446.70 ","23,687","1,001",487,$1.20 ,$28.42 ,$58.41 ,67.29%,-20.95%
Solu-Cortef ,Hydrocortisone Sodium Succ/PF ,1,"$61,002.57 ","55,611","2,079",953,$1.24 ,$29.34 ,$64.01 ,"$107,741.83 ","68,894","2,974","1,339",$1.56 ,$36.23 ,$80.46 ,"$143,704.97 ","67,119","3,527","1,635",$2.15 ,$40.74 ,$87.89 ,"$166,499.54 ","50,998","3,657","1,616",$3.75 ,$45.53 ,$103.03 ,"$204,228.01 ","52,018","3,881","1,685",$3.98 ,$52.62 ,$121.20 ,6.08%,33.86%
Solu-Medrol ,Methylprednisolone Sod Succ ,1,"$136,615.47 ","105,886","2,719","1,138",$1.36 ,$50.24 ,$120.05 ,"$183,759.90 ","132,686","3,358","1,497",$1.39 ,$54.72 ,$122.75 ,"$223,755.69 ","179,368","4,168","1,833",$1.27 ,$53.68 ,$122.07 ,"$132,125.91 ","110,976","2,568",971,$1.19 ,$51.45 ,$136.07 ,"$110,317.19 ","84,905","1,760",665,$1.46 ,$62.68 ,$165.89 ,22.56%,1.73%
Solu-Medrol ,Methylprednisolone Sod Succ/PF ,2,"$227,273.95 ","138,660","7,361","3,859",$2.35 ,$30.88 ,$58.89 ,"$266,539.58 ","172,532","10,055","5,478",$2.13 ,$26.51 ,$48.66 ,"$321,167.31 ","179,706","11,396","6,276",$1.92 ,$28.18 ,$51.17 ,"$304,071.50 ","145,960","11,268","6,082",$2.43 ,$26.99 ,$50.00 ,"$351,040.54 ","169,236","11,582","6,149",$2.78 ,$30.31 ,$57.09 ,14.50%,4.22%
Soma ,Carisoprodol ,1,"$1,871,658.85 ","311,910","3,459","1,125",$5.82 ,$541.10 ,"$1,663.70 ","$1,946,909.20 ","298,025","3,041",796,$6.41 ,$640.22 ,"$2,445.87 ","$2,201,864.82 ","319,752","3,148",772,$6.80 ,$699.45 ,"$2,852.16 ","$2,022,058.12 ","246,489","2,503",545,$8.16 ,$807.85 ,"$3,710.20 ","$1,888,927.70 ","204,359","2,022",413,$9.20 ,$934.19 ,"$4,573.67 ",12.80%,12.11%
Somatuline Depot ,Lanreotide Acetate ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$12,989,272.13 ","1,040","2,191",349,"$13,296.77 ","$5,928.47 ","$37,218.54 ","$18,583,088.99 ","1,358","2,936",427,"$14,611.25 ","$6,329.39 ","$43,520.11 ",9.89%,9.89%
Somavert ,PEGvisomant ,1,  ,  ,  ,  ,  ,  ,  ,"$5,160,054.58 ","25,616",616,163,$203.37 ,"$8,376.71 ","$31,656.78 ","$15,465,106.23 ","68,773","1,762",218,$222.96 ,"$8,777.02 ","$70,940.85 ","$19,894,224.95 ","68,721","1,943",236,$290.39 ,"$10,238.92 ","$84,297.56 ","$21,321,917.61 ","65,721","1,925",234,$325.98 ,"$11,076.32 ","$91,119.31 ",12.26%,17.03%
Sonata ,Zaleplon ,1,"$236,314.68 ","51,661","1,194",321,$4.57 ,$197.92 ,$736.18 ,"$260,091.14 ","52,175","1,168",285,$4.98 ,$222.68 ,$912.60 ,"$267,287.34 ","47,033","1,033",238,$5.68 ,$258.75 ,"$1,123.06 ","$272,505.53 ","41,732",901,212,$6.53 ,$302.45 ,"$1,285.40 ","$318,212.43 ","41,876",855,255,$7.59 ,$372.18 ,"$1,247.89 ",16.34%,13.52%
Soolantra ,IVermectin ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$2,169,200.69 ","235,384","7,074","4,781",$9.22 ,$306.64 ,$453.71 ,"$4,142,148.01 ","421,099","12,559","7,192",$9.84 ,$329.82 ,$575.94 ,6.74%,6.74%
Soriatane ,Acitretin ,1,"$29,463,538.99 ","1,013,096","27,059","6,367",$29.19 ,"$1,088.86 ","$4,627.54 ","$27,995,277.08 ","879,362","24,981","6,551",$31.96 ,"$1,120.66 ","$4,273.44 ","$6,258,148.41 ","178,404","5,183","1,620",$35.15 ,"$1,207.44 ","$3,863.05 ","$2,956,128.63 ","74,118","1,922",537,$40.08 ,"$1,538.05 ","$5,504.90 ","$1,651,757.37 ","35,419",863,276,$47.10 ,"$1,913.97 ","$5,984.63 ",17.54%,12.70%
Sorilux ,Calcipotriene ,1,"$60,447.84 ","10,620",119,91,$5.69 ,$507.97 ,$664.26 ,"$324,081.62 ","50,520",522,306,$6.41 ,$620.85 ,"$1,059.09 ","$325,501.40 ","42,950",411,242,$7.58 ,$791.97 ,"$1,345.05 ","$219,128.38 ","25,620",236,135,$8.55 ,$928.51 ,"$1,623.17 ","$146,693.71 ","13,861",145,73,$10.58 ,"$1,011.68 ","$2,009.50 ",23.74%,16.77%
Sorine ,Sotalol HCl ,1,"$1,304.66 ","6,044",108,45,$0.22 ,$12.08 ,$28.99 ,"$3,404.68 ","14,337",195,57,$0.24 ,$17.46 ,$59.73 ,"$3,248.43 ","15,729",220,64,$0.21 ,$14.77 ,$50.76 ,"$3,101.01 ","17,989",216,86,$0.17 ,$14.36 ,$36.06 ,"$3,434.17 ","16,381",192,74,$0.21 ,$17.89 ,$46.41 ,21.61%,-0.73%
Sotalol ,Sotalol HCl ,5,"$23,888,097.68 ","87,275,843","1,037,558","183,211",$0.27 ,$23.02 ,$130.39 ,"$28,618,181.20 ","100,916,031","1,143,245","209,124",$0.28 ,$25.03 ,$136.85 ,"$25,751,231.05 ","107,350,013","1,179,901","222,022",$0.24 ,$21.82 ,$115.99 ,"$22,099,138.76 ","113,587,731","1,219,697","233,834",$0.19 ,$18.12 ,$94.51 ,"$25,277,605.79 ","120,475,394","1,257,769","244,104",$0.21 ,$20.10 ,$103.55 ,8.07%,-6.30%
Sotalol Af ,Sotalol HCl ,2,"$2,622,086.46 ","4,856,728","54,774","13,562",$0.54 ,$47.87 ,$193.34 ,"$2,204,385.93 ","6,347,130","67,556","17,383",$0.34 ,$32.63 ,$126.81 ,"$2,164,054.27 ","7,430,028","77,647","20,181",$0.29 ,$27.87 ,$107.23 ,"$2,282,738.91 ","8,100,985","83,346","21,345",$0.28 ,$27.39 ,$106.94 ,"$2,768,815.45 ","8,248,310","82,001","20,786",$0.34 ,$33.77 ,$133.21 ,19.27%,-11.03%
Sovaldi ,Sofosbuvir ,1,  ,  ,  ,  ,  ,  ,  ,"$14,211,999.52 ","14,040",483,482,"$1,012.25 ","$29,424.43 ","$29,485.48 ","$3,106,960,980.50 ","3,055,478","109,556","33,033","$1,016.85 ","$28,359.57 ","$94,056.28 ","$1,318,386,247.30 ","1,308,523","47,123","14,764","$1,007.54 ","$27,977.55 ","$89,297.36 ","$932,677,561.90 ","928,183","33,332","10,431","$1,004.84 ","$27,981.45 ","$89,414.01 ",-0.27%,-0.24%
Spiriva ,Tiotropium Bromide ,1,"$1,603,174,359.20 ","193,071,858","5,275,889","1,065,545",$8.30 ,$303.87 ,"$1,504.56 ","$1,958,581,192.60 ","218,663,282","5,735,127","1,181,599",$8.96 ,$341.51 ,"$1,657.57 ","$2,158,439,227.40 ","228,994,462","5,852,896","1,212,078",$9.43 ,$368.78 ,"$1,780.78 ","$2,191,465,783.50 ","212,238,265","5,446,709","1,142,131",$10.33 ,$402.35 ,"$1,918.75 ","$1,819,084,753.80 ","164,588,567","4,153,691","903,652",$11.05 ,$437.94 ,"$2,013.04 ",7.04%,7.41%
Spiriva Respimat ,Tiotropium Bromide ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$36,074.01 ",480,93,93,$75.15 ,$387.89 ,$387.89 ,"$110,221,960.79 ","1,462,701","299,748","121,903",$75.35 ,$367.72 ,$904.18 ,"$306,707,996.57 ","4,027,074","778,741","223,881",$76.21 ,$393.85 ,"$1,369.96 ",1.13%,0.70%
Spironolactone ,Spironolactone ,12,"$60,730,122.84 ","222,080,337","4,426,296","883,304",$0.27 ,$13.72 ,$68.75 ,"$71,505,653.43 ","256,786,335","5,000,141","1,018,522",$0.28 ,$14.30 ,$70.21 ,"$62,673,992.52 ","275,659,527","5,242,314","1,087,324",$0.23 ,$11.96 ,$57.64 ,"$56,416,911.61 ","291,066,001","5,435,298","1,149,646",$0.19 ,$10.38 ,$49.07 ,"$63,362,222.50 ","314,794,218","5,754,724","1,234,549",$0.20 ,$11.01 ,$51.32 ,3.11%,-7.05%
Spironolactone-HCTZ ,Spironolact/Hydrochlorothiazid ,4,"$4,548,680.69 ","16,611,110","323,133","67,282",$0.27 ,$14.08 ,$67.61 ,"$8,553,126.22 ","17,919,483","334,956","72,226",$0.48 ,$25.54 ,$118.42 ,"$12,267,638.69 ","17,799,959","322,354","71,145",$0.69 ,$38.06 ,$172.43 ,"$15,774,652.11 ","17,363,247","307,530","69,428",$0.91 ,$51.29 ,$227.21 ,"$15,587,943.11 ","16,919,150","295,754","68,224",$0.92 ,$52.71 ,$228.48 ,1.56%,35.37%
Sporanox ,Itraconazole ,1,"$2,707,029.27 ","1,716,828","2,531",735,$2.35 ,"$1,069.55 ","$3,683.03 ","$3,051,419.50 ","1,793,237","2,697",762,$2.39 ,"$1,131.41 ","$4,004.49 ","$3,275,090.08 ","1,805,150","2,590",707,$2.61 ,"$1,264.51 ","$4,632.38 ","$3,409,599.33 ","1,763,672","2,510",678,$2.78 ,"$1,358.41 ","$5,028.91 ","$3,612,583.88 ","1,731,946","2,476",644,$2.87 ,"$1,459.04 ","$5,609.60 ",3.15%,5.14%
